,Program,ParentProject,Project,StationName,StationCode,SampleDate,CollectionTime,LocationCode,CollectionDepth,UnitCollectionDepth,SampleTypeCode,CollectionReplicate,ResultsReplicate,LabBatch,LabSampleID,MatrixName,MethodName,Analyte,Unit,Result,Observation,MDL,RL,ResultQualCode,QACode,BatchVerification,ComplianceCode,SampleComments,CollectionComments,ResultsComments,BatchComments,EventCode,ProtocolCode,SampleAgency,GroupSamples,CollectionMethodName,Latitude,Longitude,CollectionDeviceDescription,CalibrationDate,PositionWaterColumn,PrepPreservationName,PrepPreservationDate,DigestExtractMethod,DigestExtractDate,AnalysisDate,DilutionFactor,ExpectedValue,LabAgency,SubmittingAgency,SubmissionCode,OccupationMethod,StartingBank,DistanceFromBank,UnitDistanceFromBank,StreamWidth,UnitStreamWidth,StationWaterDepth,UnitStationWaterDepth,HydroMod,HydroModLoc,LocationDetailWQComments,ChannelWidth,UpstreamLength,DownStreamLength,TotalReach,LocationDetailBAComments,SampleID,DW_AnalyteName,DataQuality,DataQualityIndicator,Datum
33,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,9/1/2016,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,1,WPCL_L-514-16_BS228-16_W_ELISA,L-514-16-LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.77,NA,0.1,0.15,=,None,"VAC,VQI",Scr,,,PR 103,"Dilution.QA/DM:Screening, missing QC samples,failed MQOs",WQ,Not Applicable,DFW-WPCL,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,ELISA Abraxis 520060,1/1/1950,9/1/2016,1,0.75,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
34,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,9/20/2016,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,WPCL_L-558-16_BS263-16_W_ELISA,L-558-16-MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,-0.111,NA,0.111,0.167,ND,D,"VAC,VQI",Scr,,,,"Dilution.QA/DM:screening, missing QC samples, failed MQOs",WQ,Not Applicable,DFW-WPCL,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,ELISA Abraxis 520060,9/20/2016,9/22/2016,1.11,NA,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
35,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,8/3/2016,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,2,WPCL_L-445-16_BS175-16_W_ELISA,L-445-16-LCSD,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.73,NA,0.1,0.15,=,None,"VAC,VQI",Scr,,,"PR 97.3, RPD 15","Samples buffered improperly and low bias results for L-445-16-10 and L-445-16-15.  Dilution.QA/DM: inadequate QC, screening.",WQ,Not Applicable,DFW-WPCL,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,8/3/2016,1,0.75,DFW-WPCL,DFW-WPCL,"A,MD",,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
36,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,8/26/2016,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,WPCL_L-514-16_BS228-16_W_ELISA,L-514-16-MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,-0.1,NA,0.1,0.15,ND,None,"VAC,VQI",Scr,,,,"Dilution.QA/DM:Screening, missing QC samples,failed MQOs",WQ,Not Applicable,DFW-WPCL,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,ELISA Abraxis 520060,8/26/2016,9/1/2016,1,NA,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
37,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,8/22/2016,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,WPCL_L-491-16_BS221-16_W_ELISA,L-491-16-MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,-0.1,NA,0.1,0.15,ND,SCR,"VAC,VQI",Scr,,,,"QA/DM:Screeing,QC samples missing,failed MQOs",WQ,Not Applicable,DFW-WPCL,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,ELISA Abraxis 520060,8/22/2016,8/26/2016,1,NA,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
38,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,9/9/2016,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,WPCL_L-538-16_BS225-16_W_ELISA,L-538-16-MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,-0.1,NA,0.1,0.15,ND,None,"VAC,VQI",Scr,,,,"Dilution.QA/DM:screening, missing QC samples, failed MQOs",WQ,Not Applicable,DFW-WPCL,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,ELISA Abraxis 520060,9/9/2016,10/4/2016,1,NA,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
39,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,9/22/2016,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,1,WPCL_L-558-16_BS263-16_W_ELISA,L-558-16-LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.685,NA,0.1,0.15,=,None,"VAC,VQI",Scr,,,PR 91.3,"Dilution.QA/DM:screening, missing QC samples, failed MQOs",WQ,Not Applicable,DFW-WPCL,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,ELISA Abraxis 520060,1/1/1950,9/22/2016,1,0.75,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
40,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,9/22/2016,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,2,WPCL_L-558-16_BS263-16_W_ELISA,L-558-16-LCSD,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.659,NA,0.1,0.15,=,None,"VAC,VQI",Scr,,,"PR 87.9, RPD 3.9","Dilution.QA/DM:screening, missing QC samples, failed MQOs",WQ,Not Applicable,DFW-WPCL,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,ELISA Abraxis 520060,1/1/1950,9/22/2016,1,0.75,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
41,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,10/4/2016,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,1,WPCL_L-538-16_BS225-16_W_ELISA,L-538-16-LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.704,NA,0.1,0.15,=,None,"VAC,VQI",Scr,,,PR 93.9,"Dilution.QA/DM:screening, missing QC samples, failed MQOs",WQ,Not Applicable,DFW-WPCL,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,ELISA Abraxis 520060,1/1/1950,10/4/2016,1,0.75,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
42,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,10/4/2016,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,2,WPCL_L-538-16_BS225-16_W_ELISA,L-538-16-LCSD,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.732,NA,0.1,0.15,=,None,"VAC,VQI",Scr,,,"PR 97.6, RPD 3.9","Dilution.QA/DM:screening, missing QC samples, failed MQOs",WQ,Not Applicable,DFW-WPCL,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,ELISA Abraxis 520060,1/1/1950,10/4/2016,1,0.75,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NR
43,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,5/19/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,1,BENDGX_20170522_W_ATX,20170522_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.70185,NA,0.1,0.15,=,None,VAC,Com,,,PR 94,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,Bend SOP Cyanotoxins Water,5/19/2017,5/22/2017,1,0.75,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
44,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,5/23/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,BENDGX_20170525_W_ATX,20170525_ATX_MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,NA,NA,0.1,0.15,ND,None,VAC,Com,,,,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,5/23/2017,5/25/2017,1,NA,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
45,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,5/23/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,2,BENDGX_20170525_W_ATX,20170525_ATX_LCSD,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.8345,NA,0.1,0.15,=,None,VAC,Com,,,"PR 111, RPD 23 ",Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,5/23/2017,5/25/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
46,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,5/26/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,1,BENDGX_20170601_W_ATX,20170601_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.8259,NA,0.1,0.15,=,None,VAC,Com,,,PR 110,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,5/26/2017,6/1/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
47,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,5/26/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,2,BENDGX_20170601_W_ATX,20170601_ATX_LCSD,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.792,NA,0.1,0.15,=,None,VAC,Com,,,"PR 106, RPD 4",Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,5/26/2017,6/1/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
48,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,6/13/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,2,BENDGX_20170614_W_ATX,20170614_ATX_LCSD,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.6556,NA,0.1,0.15,=,None,VAC,Com,,,"PR 87, RPD 2",Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,6/13/2017,6/14/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
49,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,6/16/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,1,BENDGX_20170620_W_ATX,20170620_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.6914,NA,0.1,0.15,=,None,VAC,Com,,,PR 92,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,6/16/2017,6/20/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
50,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,6/27/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,1,BENDGX_20170628_W_ATX,20170628_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.7747,NA,0.1,0.15,=,None,VAC,Com,,,PR 103,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,Bend SOP Cyanotoxins Water,6/27/2017,6/28/2017,1,0.75,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
51,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,6/29/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,1,BENDGX_20170703_W_ATX,20170703_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.8269,NA,0.1,0.15,=,None,VAC,Com,,,PR 110,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,6/29/2017,7/3/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
52,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,6/29/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,1,BENDGX_20170710_W_ATX,20170710_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.7245,NA,0.1,0.15,=,None,VAC,Com,,,PR 97,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,6/29/2017,7/10/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
53,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,7/19/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,BENDGX_20170725_W_ATX,20170725_ATX_MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,NA,NA,0.1,0.15,ND,None,VAC,Com,,,,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,7/19/2017,7/25/2017,1,NA,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
54,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,8/4/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,BENDGX_20170808_W_ATX,20170808_ATX_MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,NA,NA,0.1,0.15,ND,None,VAC,Com,,,,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,8/4/2017,8/8/2017,1,NA,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
55,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,8/9/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,2,BENDGX_20170810_W_ATX,20170810_ATX_LCSD,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.628,NA,0.1,0.15,=,None,VAC,Com,,,"PR 84, RPD 6",Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,8/9/2017,8/10/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
56,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,5/23/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,1,BENDGX_20170525_W_ATX,20170525_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.6606,NA,0.1,0.15,=,None,VAC,Com,,,PR 88,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,5/23/2017,5/25/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
57,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,5/26/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,BENDGX_20170601_W_ATX,20170601_ATX_MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,NA,NA,0.1,0.15,ND,None,VAC,Com,,,,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,5/26/2017,6/1/2017,1,NA,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
58,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,5/19/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,2,BENDGX_20170522_W_ATX,20170522_ATX_LCSD,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.61495,NA,0.1,0.15,=,None,VAC,Com,,,"PR 82, RPD 13",Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,Bend SOP Cyanotoxins Water,5/19/2017,5/22/2017,1,0.75,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
59,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,8/18/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,1,BENDGX_20170823_W_ATX,20170823_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.5142,NA,0.1,0.15,=,None,VAC,Com,,,PR 103,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,8/18/2017,8/23/2017,1,0.5,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
60,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,6/1/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,2,BENDGX_20170606_W_ATX,20170606_ATX_LCSD,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.7835,NA,0.1,0.15,=,None,VAC,Com,,,"PR 104, RPD 7",Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,6/1/2017,6/6/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
61,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,8/25/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,BENDGX_20170829_W_ATX,20170829_ATX_MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,NA,NA,0.1,0.15,ND,None,VAC,Com,,,,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,8/25/2017,8/29/2017,1,NA,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
62,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,6/1/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,BENDGX_20170606_W_ATX,20170606_ATX_MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,NA,NA,0.1,0.15,ND,None,VAC,Com,,,,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,6/1/2017,6/6/2017,1,NA,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
63,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,6/1/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,1,BENDGX_20170606_W_ATX,20170606_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.8369,NA,0.1,0.15,=,None,VAC,Com,,,PR 112,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,6/1/2017,6/6/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
64,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,8/31/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,1,BENDGX_20170905_W_ATX,20170905_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.7561,NA,0.1,0.15,=,None,VAC,Com,,,PR 101,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,8/31/2017,9/5/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
65,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,6/16/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,2,BENDGX_20170623_W_ATX,20170623_ATX_LCSD,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.7478,NA,0.1,0.15,=,None,VAC,Com,,,"PR 100, RPD 4",Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,6/16/2017,6/23/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
66,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,6/13/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LabBlank,1,1,BENDGX_20170614_W_ATX,20170614_ATX_MB,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,NA,NA,0.1,0.15,ND,None,VAC,Com,,,,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,6/13/2017,6/14/2017,1,NA,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
67,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,9/8/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,1,BENDGX_20170908_W_ATX,20170908_ATX_LCS,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.7419,NA,0.1,0.15,=,None,VAC,Com,,,PR 99,Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,9/8/2017,9/8/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
68,Associated QA,Not Applicable,No project code exists; used for LABQA samples,Laboratory QA Samples,LABQA_SWAMP,9/8/2017,1899-12-30 00:00:00,Not Applicable,-88,m,LCS,1,2,BENDGX_20170908_W_ATX,20170908_ATX_LCSD,blankwater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.7744,NA,0.1,0.15,=,None,VAC,Com,,,"PR 103, RPD 4",Dilution.,WQ,Not Applicable,BendGX,NA,Not Applicable,-88,-88,None,NA,Not Applicable,None,1/1/1950 0:00,NS Freeze-Thaw,9/8/2017,9/8/2017,1,0.75,BendGX,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,LABQA,Anatoxin-A,MetaData,,NR
